event_id,timestamp,event_type,severity,prediction,anomaly_score,threat_type,threat_level,threat_score,detection_reason,failed_login_attempts,malware_detected,cvss_score,threat_confidence_score,confidence_level,confidence_reason
EVT05574,2026-01-20 08:30:00,Firewall Rule Change,Critical,Normal,0.0538595169287922,Security Configuration Change,High,3,No major suspicious indicators,7,No,5.8,55.55,Moderate,moderate anomaly evidence + high failed-login activity
EVT05575,2026-01-20 08:35:00,Brute Force,High,Normal,0.0822760733007571,Brute Force,Medium,2,Authentication attack indicator,0,No,8.9,42.76,Moderate,high CVSS
EVT05576,2026-01-20 08:40:00,Login Success,Medium,Normal,0.1229534464753634,Normal Activity,Normal,0,No major suspicious indicators,0,No,8.7,32.71,Low,high CVSS
EVT05577,2026-01-20 08:45:00,Failed Login,Medium,Normal,0.0712487340076741,Brute Force,Low,1,Authentication attack indicator,2,No,0.9,31.29,Low,moderate anomaly evidence
EVT05578,2026-01-20 08:50:00,Suspicious Process Execution,Medium,Normal,0.0532460216472909,Suspicious Process,Low,1,No major suspicious indicators,8,No,3.3,51.99,Moderate,moderate anomaly evidence + high failed-login activity
EVT05579,2026-01-20 08:55:00,Privilege Escalation,Medium,Normal,0.1406108987308404,Privilege Escalation,High,3,No major suspicious indicators,0,No,5.5,21.43,Low,limited supporting security evidence
EVT05580,2026-01-20 09:00:00,SQL Injection Attempt,Low,Normal,0.094024409070236,SQL Injection,High,3,SQL injection indicator,0,No,6.5,34.65,Low,limited supporting security evidence
EVT05581,2026-01-20 09:05:00,Session Hijacking Attempt,Critical,Suspicious,-0.0288083959465548,Session Hijacking,Critical,4,ML anomaly detected + Malware indicator present,6,Yes,3.5,71.81,High,strong anomaly evidence + high failed-login activity + malware detected
EVT05582,2026-01-20 09:10:00,Phishing Email,Critical,Normal,0.0817281849953688,Phishing,Medium,2,Phishing indicator + Critical CVSS score (9.9),0,No,9.9,45.11,Moderate,high CVSS
EVT05583,2026-01-20 09:15:00,Unauthorized Access,High,Normal,0.0728022427759604,Unauthorized Access,Medium,2,No major suspicious indicators,0,No,0.4,26.11,Low,moderate anomaly evidence
EVT05584,2026-01-20 09:20:00,Malware Detection,Medium,Normal,0.1404777539537102,Malware,Low,1,Malware event detected,0,No,3.6,17.24,Low,limited supporting security evidence
EVT05585,2026-01-20 09:25:00,Session Hijacking Attempt,High,Normal,0.1154387961516508,Session Hijacking,Medium,2,No major suspicious indicators,0,No,7.4,31.59,Low,high CVSS
EVT05586,2026-01-20 09:30:00,Port Scan,Low,Normal,0.0814341866458382,Port Scanning,Medium,2,No major suspicious indicators,0,No,4.8,33.85,Low,limited supporting security evidence
EVT05587,2026-01-20 09:35:00,Malware Detection,High,Normal,0.1057853681190403,Malware,Medium,2,Malware event detected,0,No,1.4,20.54,Low,limited supporting security evidence
EVT05588,2026-01-20 09:40:00,Data Exfiltration Attempt,High,Normal,0.1189919818434527,Data Exfiltration,Medium,2,No major suspicious indicators,0,No,4.4,24.09,Low,limited supporting security evidence
EVT05589,2026-01-20 09:45:00,Port Scan,High,Normal,0.0353938302614454,Port Scanning,High,3,Malware indicator present,0,Yes,2.7,43.76,Moderate,moderate anomaly evidence + malware detected
EVT05590,2026-01-20 09:50:00,Privilege Escalation,Critical,Normal,0.0228931066316575,Privilege Escalation,Critical,4,Malware indicator present,0,Yes,6.3,54.71,Moderate,moderate anomaly evidence + malware detected
EVT05591,2026-01-20 09:55:00,Port Scan,Low,Normal,0.0397008218737576,Port Scanning,High,3,Malware indicator present,0,Yes,2.1,41.41,Moderate,moderate anomaly evidence + malware detected
EVT05592,2026-01-20 10:00:00,SQL Injection Attempt,High,Normal,0.0620480108392978,SQL Injection,High,3,SQL injection indicator + Malware indicator present,0,Yes,8.0,49.24,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT05593,2026-01-20 10:05:00,Suspicious Process Execution,Low,Normal,0.0817629272752726,Suspicious Process,Low,1,No major suspicious indicators,1,No,6.2,38.73,Low,limited supporting security evidence
EVT05594,2026-01-20 10:10:00,Ransomware Detected,Medium,Normal,0.0383945925043859,Ransomware,Critical,4,Ransomware event detected,4,No,1.0,42.98,Moderate,moderate anomaly evidence
EVT05595,2026-01-20 10:15:00,Account Lockout,Medium,Normal,0.074669369673585,Suspicious Activity,Low,1,No major suspicious indicators,0,No,6.1,38.34,Low,moderate anomaly evidence
EVT05596,2026-01-20 10:20:00,DDoS Attempt,Medium,Normal,0.1064275600715414,DDoS,High,3,DDoS indicator,0,No,1.9,21.5,Low,limited supporting security evidence
EVT05597,2026-01-20 10:25:00,Suspicious Process Execution,High,Normal,0.1416143978740806,Suspicious Process,Medium,2,No major suspicious indicators,0,No,6.5,23.41,Low,limited supporting security evidence
EVT05598,2026-01-20 10:30:00,Session Hijacking Attempt,High,Normal,0.1426262255033998,Session Hijacking,Medium,2,No major suspicious indicators,0,No,3.9,17.4,Low,limited supporting security evidence
EVT05599,2026-01-20 10:35:00,Phishing Email,High,Normal,0.1317635248541616,Phishing,Medium,2,Phishing indicator,0,No,3.3,18.63,Low,limited supporting security evidence
EVT05600,2026-01-20 10:40:00,DNS Tunneling Detected,Low,Normal,0.102780800293237,DNS Tunneling,Low,1,No major suspicious indicators,0,No,2.7,24.14,Low,limited supporting security evidence
EVT05601,2026-01-20 10:45:00,File Access,Medium,Normal,0.0904363996139898,File Activity,Low,1,Critical CVSS score (9.2),4,No,9.2,48.91,Moderate,high CVSS
EVT05602,2026-01-20 10:50:00,Privilege Escalation,Medium,Normal,0.1479693685297062,Privilege Escalation,High,3,No major suspicious indicators,0,No,3.1,14.36,Low,limited supporting security evidence
EVT05603,2026-01-20 10:55:00,File Access,Low,Normal,0.0436109605455502,File Activity,Low,1,No major suspicious indicators,6,No,3.8,51.67,Moderate,moderate anomaly evidence + high failed-login activity
EVT05604,2026-01-20 11:00:00,Malware Detection,Medium,Normal,0.0739720547860548,Malware,Low,1,Malware event detected,2,No,2.8,34.87,Low,moderate anomaly evidence
EVT05605,2026-01-20 11:05:00,DNS Tunneling Detected,High,Normal,0.1308410652324008,DNS Tunneling,Medium,2,No major suspicious indicators,0,No,1.9,15.73,Low,limited supporting security evidence
EVT05606,2026-01-20 11:10:00,Malware Detection,High,Normal,0.0731638853715842,Malware,Medium,2,Malware event detected,1,No,8.6,46.1,Moderate,moderate anomaly evidence + high CVSS
EVT05607,2026-01-20 11:15:00,SQL Injection Attempt,Low,Normal,0.0843122467870929,SQL Injection,High,3,SQL injection indicator + Critical CVSS score (9.8),1,No,9.8,46.13,Moderate,high CVSS
EVT05608,2026-01-20 11:20:00,Lateral Movement Detected,Medium,Normal,0.058983954902302,Lateral Movement,High,3,Malware indicator present,0,Yes,7.9,49.74,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT05609,2026-01-20 11:25:00,Unauthorized Access,High,Normal,0.0939018447580201,Unauthorized Access,Medium,2,No major suspicious indicators,0,No,1.0,22.46,Low,limited supporting security evidence
EVT05610,2026-01-20 11:30:00,Suspicious Process Execution,Medium,Normal,0.0409548474522611,Suspicious Process,Low,1,No major suspicious indicators,2,No,0.3,37.11,Low,moderate anomaly evidence
EVT05611,2026-01-20 11:35:00,Suspicious Process Execution,High,Normal,0.1203095984634978,Suspicious Process,Medium,2,No major suspicious indicators,0,No,2.6,19.78,Low,limited supporting security evidence
EVT05612,2026-01-20 11:40:00,Unauthorized Access,Critical,Normal,0.0873447125674899,Unauthorized Access,High,3,Critical CVSS score (9.7),0,No,9.7,43.34,Moderate,high CVSS
EVT05613,2026-01-20 11:45:00,File Access,Critical,Normal,0.0845007368432327,File Activity,High,3,No major suspicious indicators,0,No,1.3,25.35,Low,limited supporting security evidence
EVT05614,2026-01-20 11:50:00,Web Shell Detected,High,Normal,0.033533797480817,Web Shell,Medium,2,Critical CVSS score (9.3),4,No,9.3,62.57,Moderate,moderate anomaly evidence + high CVSS
EVT05615,2026-01-20 11:55:00,USB Device Connected,Medium,Normal,0.1384916236377097,Suspicious Device Activity,Low,1,No major suspicious indicators,0,No,3.4,17.26,Low,limited supporting security evidence
EVT05616,2026-01-20 12:00:00,DDoS Attempt,Medium,Normal,0.1313818369603446,DDoS,High,3,DDoS indicator,0,No,7.9,28.94,Low,high CVSS
EVT05617,2026-01-20 12:05:00,Malware Detection,Critical,Normal,0.0003732365074272,Malware,High,3,Malware event detected,7,No,4.9,66.18,Moderate,strong anomaly evidence + high failed-login activity
EVT05618,2026-01-20 12:10:00,SQL Injection Attempt,High,Normal,0.1192414731629042,SQL Injection,High,3,SQL injection indicator,0,No,8.1,32.25,Low,high CVSS
EVT05619,2026-01-20 12:15:00,SQL Injection Attempt,Medium,Normal,0.0440542466771095,SQL Injection,High,3,SQL injection indicator + Malware indicator present,0,Yes,3.7,43.94,Moderate,moderate anomaly evidence + malware detected
EVT05620,2026-01-20 12:20:00,Port Scan,Medium,Normal,0.1465969362976297,Port Scanning,Medium,2,No major suspicious indicators,0,No,4.3,17.35,Low,limited supporting security evidence
EVT05621,2026-01-20 12:25:00,DDoS Attempt,Medium,Normal,0.1482896855406704,DDoS,High,3,DDoS indicator,0,No,8.5,26.28,Low,high CVSS
EVT05622,2026-01-20 12:30:00,Login Success,Low,Normal,0.0979905658648513,Normal Activity,Normal,0,No major suspicious indicators,0,No,0.4,20.16,Low,limited supporting security evidence
EVT05623,2026-01-20 12:35:00,Malware Detection,High,Normal,0.1202249972283739,Malware,Medium,2,Malware event detected,0,No,7.7,31.13,Low,high CVSS
EVT05624,2026-01-20 12:40:00,Login Success,Medium,Normal,0.1562076538730802,Normal Activity,Normal,0,No major suspicious indicators,2,No,4.0,18.11,Low,limited supporting security evidence
EVT05625,2026-01-20 12:45:00,Credential Dumping,High,Normal,0.0681503364205947,Credential Theft,High,3,Credential theft indicator,5,No,2.9,42.02,Moderate,moderate anomaly evidence
EVT05626,2026-01-20 12:50:00,VPN Connection,Medium,Normal,0.1068842533568844,VPN Activity,Low,1,No major suspicious indicators,1,No,4.9,29.91,Low,limited supporting security evidence
EVT05627,2026-01-20 12:55:00,Account Lockout,Medium,Normal,0.0679465954786275,Suspicious Activity,Low,1,No major suspicious indicators,4,No,7.1,49.55,Moderate,moderate anomaly evidence + high CVSS
EVT05628,2026-01-20 13:00:00,Data Exfiltration Attempt,Low,Suspicious,-0.039704838568688,Data Exfiltration,High,3,ML anomaly detected + Malware indicator present,8,Yes,4.6,80.53,High,strong anomaly evidence + high failed-login activity + malware detected
EVT05629,2026-01-20 13:05:00,DNS Tunneling Detected,High,Suspicious,-0.0034673730263787,DNS Tunneling,High,3,ML anomaly detected + Malware indicator present,3,Yes,6.3,66.49,Moderate,strong anomaly evidence + malware detected
EVT05630,2026-01-20 13:10:00,Firewall Rule Change,Low,Normal,0.0236716279256502,Security Configuration Change,High,3,Malware indicator present,0,Yes,0.0,40.53,Moderate,moderate anomaly evidence + malware detected
EVT05631,2026-01-20 13:15:00,DNS Tunneling Detected,Medium,Normal,0.1532604569527587,DNS Tunneling,Low,1,No major suspicious indicators,0,No,3.5,14.0,Low,limited supporting security evidence
EVT05632,2026-01-20 13:20:00,Web Shell Detected,Low,Normal,0.0768434955226067,Web Shell,Medium,2,No major suspicious indicators,0,No,6.6,38.93,Low,moderate anomaly evidence
EVT05633,2026-01-20 13:25:00,File Access,High,Normal,0.0329583034113456,File Activity,Medium,2,No major suspicious indicators,4,No,1.8,46.04,Moderate,moderate anomaly evidence
EVT05634,2026-01-20 13:30:00,SQL Injection Attempt,Low,Normal,0.1107343367298131,SQL Injection,High,3,SQL injection indicator,0,No,7.2,32.26,Low,high CVSS
EVT05635,2026-01-20 13:35:00,Account Lockout,High,Normal,0.1305985725032746,Suspicious Activity,Medium,2,No major suspicious indicators,0,No,3.5,19.35,Low,limited supporting security evidence
EVT05636,2026-01-20 13:40:00,Lateral Movement Detected,Medium,Normal,0.1149501297292378,Lateral Movement,Medium,2,No major suspicious indicators,0,No,0.6,16.6,Low,limited supporting security evidence
EVT05637,2026-01-20 13:45:00,Credential Dumping,High,Normal,0.0292109598986222,Credential Theft,High,3,Credential theft indicator + Malware indicator present,0,Yes,3.5,47.0,Moderate,moderate anomaly evidence + malware detected
EVT05638,2026-01-20 13:50:00,Login Success,Low,Normal,0.0127327259109589,Normal Activity,High,3,Malware indicator present,4,Yes,5.6,62.96,Moderate,moderate anomaly evidence + malware detected
EVT05639,2026-01-20 13:55:00,USB Device Connected,Low,Normal,0.0599888078585355,Suspicious Device Activity,Low,1,No major suspicious indicators,0,No,0.3,28.91,Low,moderate anomaly evidence
EVT05640,2026-01-20 14:00:00,File Access,Low,Normal,0.0661522303974214,File Activity,Low,1,No major suspicious indicators,0,No,7.5,43.46,Moderate,moderate anomaly evidence + high CVSS
EVT05641,2026-01-20 14:05:00,Session Hijacking Attempt,Medium,Normal,0.1291179110717503,Session Hijacking,Low,1,No major suspicious indicators,0,No,6.6,26.59,Low,limited supporting security evidence
EVT05642,2026-01-20 14:10:00,Suspicious Process Execution,High,Normal,0.1126302989227039,Suspicious Process,Medium,2,No major suspicious indicators,1,No,8.5,36.55,Low,high CVSS
EVT05643,2026-01-20 14:15:00,Unauthorized Access,Medium,Normal,0.1063233395393247,Unauthorized Access,Low,1,No major suspicious indicators,0,No,0.9,19.3,Low,limited supporting security evidence
EVT05644,2026-01-20 14:20:00,Suspicious Process Execution,Low,Normal,0.0725082530984559,Suspicious Process,Low,1,No major suspicious indicators,0,No,6.7,40.18,Moderate,moderate anomaly evidence
EVT05645,2026-01-20 14:25:00,Privilege Escalation,Medium,Normal,0.092998373496473,Privilege Escalation,High,3,Critical CVSS score (9.2),0,No,9.2,40.89,Moderate,high CVSS
EVT05646,2026-01-20 14:30:00,Privilege Escalation,Medium,Normal,0.1212999992719249,Privilege Escalation,High,3,No major suspicious indicators,0,No,0.1,13.99,Low,limited supporting security evidence
EVT05647,2026-01-20 14:35:00,VPN Connection,Low,Normal,0.0408514744182302,VPN Activity,Low,1,No major suspicious indicators,4,No,1.9,44.4,Moderate,moderate anomaly evidence
EVT05648,2026-01-20 14:40:00,Unauthorized Access,Medium,Normal,0.0051709535514222,Unauthorized Access,High,3,Malware indicator present + Critical CVSS score (9.4),0,Yes,9.4,65.79,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT05649,2026-01-20 14:45:00,Ransomware Detected,Low,Normal,0.0668881461883412,Ransomware,Critical,4,Ransomware event detected,0,No,4.4,36.4,Low,moderate anomaly evidence
EVT05650,2026-01-20 14:50:00,Configuration Change,Medium,Normal,0.1061864384752646,Configuration Change,Low,1,No major suspicious indicators,0,No,2.2,22.22,Low,limited supporting security evidence
EVT05651,2026-01-20 14:55:00,Port Scan,Critical,Normal,0.0648121260535341,Port Scanning,Critical,4,Malware indicator present,0,Yes,7.1,46.59,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT05652,2026-01-20 15:00:00,Account Lockout,Critical,Normal,0.0478172605730873,Suspicious Activity,High,3,No major suspicious indicators,1,No,3.0,39.64,Low,moderate anomaly evidence
EVT05653,2026-01-20 15:05:00,DNS Tunneling Detected,Medium,Normal,0.0429449938300193,DNS Tunneling,Low,1,No major suspicious indicators,6,No,8.2,61.61,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT05654,2026-01-20 15:10:00,Unauthorized Access,High,Normal,0.0687377983336083,Unauthorized Access,Medium,2,No major suspicious indicators,6,No,2.3,42.4,Moderate,moderate anomaly evidence + high failed-login activity
EVT05655,2026-01-20 15:15:00,File Access,Medium,Normal,0.1745366185786904,File Activity,Low,1,No major suspicious indicators,0,No,3.1,8.08,Low,limited supporting security evidence
EVT05656,2026-01-20 15:20:00,SQL Injection Attempt,Medium,Normal,0.0186670145378273,SQL Injection,High,3,SQL injection indicator + Malware indicator present + Critical CVSS score (9.0),0,Yes,9.0,61.71,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT05657,2026-01-20 15:25:00,File Access,High,Normal,0.1118466747737594,File Activity,Medium,2,No major suspicious indicators,0,No,6.8,31.11,Low,limited supporting security evidence
EVT05658,2026-01-20 15:30:00,Privilege Escalation,High,Normal,0.1182768018098509,Privilege Escalation,High,3,No major suspicious indicators,0,No,4.0,23.37,Low,limited supporting security evidence
EVT05659,2026-01-20 15:35:00,File Access,High,Normal,0.0736527735179679,File Activity,Medium,2,Critical CVSS score (9.5),0,No,9.5,46.13,Moderate,moderate anomaly evidence + high CVSS
EVT05660,2026-01-20 15:40:00,Unauthorized Access,High,Normal,0.0908450722542819,Unauthorized Access,Medium,2,No major suspicious indicators,0,No,0.3,21.63,Low,limited supporting security evidence
EVT05661,2026-01-20 15:45:00,Credential Dumping,Low,Normal,0.043538168286922,Credential Theft,High,3,Credential theft indicator,7,No,3.0,51.76,Moderate,moderate anomaly evidence + high failed-login activity
EVT05662,2026-01-20 15:50:00,Ransomware Detected,High,Normal,0.0531287477267592,Ransomware,Critical,4,Ransomware event detected,8,No,2.4,50.02,Moderate,moderate anomaly evidence + high failed-login activity
