rank,event_id,risk_score,risk_level,priority,status,reasons,input_ioc_status,input_asset_criticality_label,input_asset_criticality_verified
4806,EVT05595,42.86,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4807,EVT00698,42.85,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
4808,EVT00938,42.85,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4809,EVT01010,42.85,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4810,EVT03338,42.85,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4811,EVT09403,42.85,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4812,EVT01583,42.84,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4813,EVT07302,42.84,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4814,EVT08478,42.84,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4815,EVT09742,42.84,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4816,EVT04538,42.83,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4817,EVT05423,42.83,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4818,EVT05806,42.83,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
4819,EVT06419,42.83,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4820,EVT08020,42.83,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4821,EVT09340,42.83,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4822,EVT02380,42.82,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4823,EVT03770,42.82,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4824,EVT06254,42.82,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
4825,EVT08992,42.82,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4826,EVT00146,42.81,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4827,EVT03550,42.81,Moderate,Review When Possible,Open,[],No IOC Match,Medium,True
4828,EVT04919,42.81,Moderate,Review When Possible,Open,[],No IOC Match,Low,True
4829,EVT09456,42.81,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4830,EVT04131,42.79,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4831,EVT04927,42.79,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4832,EVT02387,42.78,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
4833,EVT02616,42.78,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4834,EVT06676,42.78,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4835,EVT07135,42.78,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4836,EVT00813,42.77,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4837,EVT02008,42.77,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4838,EVT03937,42.77,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4839,EVT04641,42.77,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4840,EVT08391,42.77,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4841,EVT01130,42.76,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4842,EVT06035,42.76,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4843,EVT09709,42.75,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4844,EVT04860,42.74,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Low,True
4845,EVT05324,42.74,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4846,EVT06309,42.74,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4847,EVT08599,42.74,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4848,EVT00393,42.73,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4849,EVT01696,42.73,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4850,EVT06249,42.73,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4851,EVT07093,42.73,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4852,EVT08936,42.73,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4853,EVT06733,42.72,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4854,EVT08056,42.72,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4855,EVT09329,42.72,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4856,EVT01961,42.71,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4857,EVT03794,42.71,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4858,EVT07671,42.71,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4859,EVT08321,42.71,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4860,EVT02230,42.7,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4861,EVT04125,42.7,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4862,EVT07221,42.7,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
4863,EVT00967,42.69,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4864,EVT06706,42.69,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4865,EVT08384,42.69,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4866,EVT09141,42.69,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4867,EVT01111,42.68,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4868,EVT06891,42.68,Moderate,Review When Possible,Open,[],No IOC Match,High,True
4869,EVT02023,42.67,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4870,EVT04003,42.67,Moderate,Review When Possible,Open,[],No IOC Match,High,True
4871,EVT06432,42.67,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4872,EVT05539,42.66,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4873,EVT00141,42.65,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4874,EVT01957,42.65,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4875,EVT04401,42.64,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4876,EVT07335,42.64,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4877,EVT04354,42.63,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4878,EVT00433,42.62,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4879,EVT01439,42.62,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4880,EVT01874,42.62,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4881,EVT01959,42.62,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4882,EVT05891,42.61,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4883,EVT06361,42.6,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4884,EVT07336,42.6,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4885,EVT09607,42.6,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4886,EVT06478,42.59,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4887,EVT06499,42.59,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4888,EVT09728,42.59,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4889,EVT02659,42.58,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
4890,EVT05907,42.58,Moderate,Review When Possible,Open,[],No IOC Match,Medium,True
4891,EVT02035,42.57,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4892,EVT07162,42.57,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4893,EVT07550,42.57,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4894,EVT00156,42.56,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
4895,EVT07494,42.56,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4896,EVT07780,42.56,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
4897,EVT08410,42.56,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4898,EVT09071,42.56,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
4899,EVT07807,42.54,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Low,True
4900,EVT09670,42.54,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4901,EVT09805,42.54,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Low,True
4902,EVT04043,42.53,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4903,EVT06762,42.52,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4904,EVT07594,42.52,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4905,EVT08918,42.52,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4906,EVT02970,42.51,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4907,EVT04015,42.5,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4908,EVT04554,42.5,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4909,EVT05637,42.5,Moderate,Review When Possible,Open,[],No IOC Match,Low,True
4910,EVT00532,42.49,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4911,EVT02428,42.48,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4912,EVT02665,42.48,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4913,EVT02826,42.48,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4914,EVT03661,42.48,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4915,EVT07663,42.48,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4916,EVT09437,42.48,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4917,EVT02932,42.47,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4918,EVT04632,42.47,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4919,EVT08754,42.47,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
4920,EVT09368,42.47,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4921,EVT09386,42.47,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4922,EVT09720,42.47,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4923,EVT00171,42.46,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4924,EVT06638,42.46,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4925,EVT00250,42.45,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4926,EVT03105,42.45,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4927,EVT02553,42.44,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4928,EVT04370,42.44,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4929,EVT05654,42.44,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4930,EVT06110,42.44,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4931,EVT07349,42.44,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4932,EVT07978,42.44,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4933,EVT02504,42.43,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
4934,EVT02850,42.42,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4935,EVT04524,42.42,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
4936,EVT04794,42.42,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4937,EVT05613,42.42,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4938,EVT08609,42.42,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4939,EVT08844,42.42,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4940,EVT09835,42.42,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4941,EVT00479,42.41,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4942,EVT01757,42.41,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Low,True
4943,EVT02672,42.41,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4944,EVT04456,42.41,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4945,EVT04967,42.41,Moderate,Review When Possible,Open,['Critical asset'],No IOC Match,Critical,True
4946,EVT06199,42.4,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4947,EVT08459,42.4,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4948,EVT08701,42.4,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4949,EVT05045,42.39,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4950,EVT09598,42.39,Moderate,Review When Possible,Open,[],No IOC Match,High,True
4951,EVT03600,42.38,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4952,EVT07408,42.38,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4953,EVT07958,42.38,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4954,EVT06311,42.37,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4955,EVT08820,42.37,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4956,EVT03634,42.36,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4957,EVT03821,42.36,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4958,EVT07955,42.35,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4959,EVT08815,42.35,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4960,EVT02535,42.34,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4961,EVT09409,42.34,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4962,EVT00187,42.33,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4963,EVT00523,42.33,Moderate,Review When Possible,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
4964,EVT04301,42.33,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4965,EVT05633,42.33,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4966,EVT06521,42.32,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4967,EVT06899,42.32,Moderate,Review When Possible,Open,[],No IOC Match,High,True
4968,EVT03269,42.31,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4969,EVT08097,42.31,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4970,EVT01088,42.3,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4971,EVT04410,42.29,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4972,EVT09952,42.29,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4973,EVT00475,42.27,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4974,EVT01676,42.27,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4975,EVT05458,42.27,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4976,EVT01266,42.26,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4977,EVT02485,42.26,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4978,EVT03977,42.26,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4979,EVT07869,42.26,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4980,EVT08794,42.26,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4981,EVT05468,42.25,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4982,EVT07864,42.25,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4983,EVT00420,42.24,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4984,EVT00691,42.24,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4985,EVT03259,42.24,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4986,EVT05391,42.24,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4987,EVT07537,42.24,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4988,EVT00834,42.23,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4989,EVT04136,42.23,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4990,EVT04619,42.23,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4991,EVT06341,42.23,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
4992,EVT07982,42.23,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
4993,EVT02357,42.22,Moderate,Review When Possible,Open,['Multiple failed login attempts'],No IOC Match,High,True
4994,EVT02804,42.22,Moderate,Review When Possible,Open,[],No IOC Match,Unknown,False
