rank,event_id,risk_score_internal,risk_score,risk_level,priority,risk_score_complete,missing_components,component_weight_coverage,asset_criticality_score,reasons,calculated_at,input_severity,input_ml_confidence_raw,input_ml_prediction,input_cvss_score,input_ioc_status,input_ioc_confidence,input_asset_name,input_asset_criticality_label,input_asset_criticality_verified,input_asset_criticality_score_0to1,input_failed_login_attempts,ml_prediction,ioc_status,asset_name,asset_criticality_label,asset_criticality_verified,status
4982,EVT07864,0.4225,42.25,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.095636+00:00,Medium,52.41,Normal,4.1,No IOC Match,,IT-FW-0092,Unknown,False,,0,Normal,No IOC Match,IT-FW-0092,Unknown,False,Open
4983,EVT00420,0.4224,42.24,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.790596+00:00,Low,70.17,Suspicious,5.0,No IOC Match,,LEG-FW-0087,Unknown,False,,8,Suspicious,No IOC Match,LEG-FW-0087,Unknown,False,Open
4984,EVT00691,0.4224,42.24,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.800976+00:00,Medium,45.18,Normal,5.0,No IOC Match,,FIN-MOB-0132,Unknown,False,,5,Normal,No IOC Match,FIN-MOB-0132,Unknown,False,Open
4985,EVT03259,0.4224,42.24,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.906644+00:00,High,43.36,Normal,2.1,No IOC Match,,MKT-FW-0016,Unknown,False,,0,Normal,No IOC Match,MKT-FW-0016,Unknown,False,Open
4986,EVT05391,0.4224,42.24,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.995133+00:00,Medium,28.38,Normal,7.1,No IOC Match,,OPS-MOB-0010,Unknown,False,,0,Normal,No IOC Match,OPS-MOB-0010,Unknown,False,Open
4987,EVT07537,0.4224,42.24,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.083028+00:00,Medium,28.38,Normal,7.1,No IOC Match,,LEG-IOT-0098,Unknown,False,,0,Normal,No IOC Match,LEG-IOT-0098,Unknown,False,Open
4988,EVT00834,0.4223,42.23,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.806710+00:00,Medium,50.73,Normal,4.3,No IOC Match,,OPS-LAP-0009,Unknown,False,,0,Normal,No IOC Match,OPS-LAP-0009,Unknown,False,Open
4989,EVT04136,0.4223,42.23,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.940596+00:00,High,42.53,Normal,2.2,No IOC Match,,LEG-SRV-0007,Unknown,False,,6,Normal,No IOC Match,LEG-SRV-0007,Unknown,False,Open
4990,EVT04619,0.4223,42.23,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.959548+00:00,Medium,22.75,Normal,7.8,No IOC Match,,OPS-MOB-0014,Unknown,False,,0,Normal,No IOC Match,OPS-MOB-0014,Unknown,False,Open
4991,EVT06341,0.4223,42.23,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.035188+00:00,Medium,62.75,Normal,2.8,No IOC Match,,ENG-SRV-0001,Unknown,False,,7,Normal,No IOC Match,ENG-SRV-0001,Unknown,False,Open
4992,EVT07982,0.4223,42.23,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.101081+00:00,Critical,24.74,Normal,1.3,No IOC Match,,HR-MOB-0109,Unknown,False,,0,Normal,No IOC Match,HR-MOB-0109,Unknown,False,Open
4993,EVT02357,0.4222,42.22,Moderate,Review When Possible,True,[],1.0,0.75,['Multiple failed login attempts'],2026-09-02T05:58:31.866425+00:00,Medium,48.47,Normal,1.3,No IOC Match,,LEG-DB-0075,High,True,0.75,6,Normal,No IOC Match,LEG-DB-0075,High,True,Open
4994,EVT02804,0.4222,42.22,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.887549+00:00,Medium,43.52,Normal,5.2,No IOC Match,,LEG-SRV-0097,Unknown,False,,0,Normal,No IOC Match,LEG-SRV-0097,Unknown,False,Open
4995,EVT07382,0.4222,42.22,Moderate,Review When Possible,True,[],1.0,0.5,[],2026-09-02T05:58:32.076872+00:00,High,27.49,Normal,3.3,No IOC Match,,FIN-DB-0003,Medium,True,0.5,0,Normal,No IOC Match,FIN-DB-0003,Medium,True,Open
4996,EVT03919,0.4221,42.21,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.932019+00:00,High,27.26,Normal,4.1,No IOC Match,,FIN-PC-0020,Unknown,False,,0,Normal,No IOC Match,FIN-PC-0020,Unknown,False,Open
4997,EVT04858,0.4221,42.21,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.969509+00:00,Medium,22.68,Normal,7.8,No IOC Match,,OPS-SW-0107,Unknown,False,,0,Normal,No IOC Match,OPS-SW-0107,Unknown,False,Open
4998,EVT05378,0.4221,42.21,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.994664+00:00,Medium,44.26,Normal,5.1,No IOC Match,,HR-FW-0058,Unknown,False,,6,Normal,No IOC Match,HR-FW-0058,Unknown,False,Open
4999,EVT02308,0.422,42.2,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.864522+00:00,Low,45.25,Normal,8.1,No IOC Match,,ENG-SRV-0051,Unknown,False,,0,Normal,No IOC Match,ENG-SRV-0051,Unknown,False,Open
5000,EVT03535,0.422,42.2,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.918399+00:00,Critical,32.64,Normal,0.3,No IOC Match,,ENG-LAP-0068,Unknown,False,,0,Normal,No IOC Match,ENG-LAP-0068,Unknown,False,Open
5001,EVT08642,0.422,42.2,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.127037+00:00,Medium,43.43,Normal,5.2,No IOC Match,,HR-DB-0046,Unknown,False,,6,Normal,No IOC Match,HR-DB-0046,Unknown,False,Open
5002,EVT09712,0.422,42.2,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.169210+00:00,High,41.65,Normal,2.3,No IOC Match,,SAL-LAP-0076,Unknown,False,,6,Normal,No IOC Match,SAL-LAP-0076,Unknown,False,Open
5003,EVT02694,0.4219,42.19,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.882906+00:00,Critical,31.82,Normal,0.4,No IOC Match,,HR-PRT-0043,Unknown,False,,0,Normal,No IOC Match,HR-PRT-0043,Unknown,False,Open
5004,EVT04030,0.4219,42.19,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.936496+00:00,Medium,38.61,Normal,5.8,No IOC Match,,LEG-FW-0090,Unknown,False,,5,Normal,No IOC Match,LEG-FW-0090,Unknown,False,Open
5005,EVT09570,0.4219,42.19,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.163770+00:00,Medium,23.42,Normal,7.7,No IOC Match,,OPS-SW-0092,Unknown,False,,0,Normal,No IOC Match,OPS-SW-0092,Unknown,False,Open
5006,EVT09873,0.4219,42.19,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.175209+00:00,High,20.8,Normal,4.9,No IOC Match,,FIN-SW-0004,Unknown,False,,0,Normal,No IOC Match,FIN-SW-0004,Unknown,False,Open
5007,EVT00357,0.4218,42.18,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.787572+00:00,High,23.17,Normal,4.6,No IOC Match,,MKT-PRT-0100,Unknown,False,,0,Normal,No IOC Match,MKT-PRT-0100,Unknown,False,Open
5008,EVT02995,0.4218,42.18,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.895679+00:00,Critical,31.78,Normal,0.4,No IOC Match,,HR-SW-0073,Unknown,False,,0,Normal,No IOC Match,HR-SW-0073,Unknown,False,Open
5009,EVT03056,0.4218,42.18,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.898734+00:00,Medium,49.77,Normal,4.4,No IOC Match,,OPS-RTR-0024,Unknown,False,,0,Normal,No IOC Match,OPS-RTR-0024,Unknown,False,Open
5010,EVT02289,0.4217,42.17,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.863850+00:00,Critical,25.34,Normal,1.2,No IOC Match,,SAL-RTR-0088,Unknown,False,,0,Normal,No IOC Match,SAL-RTR-0088,Unknown,False,Open
5011,EVT03842,0.4217,42.17,Moderate,Review When Possible,True,[],1.0,0.25,[],2026-09-02T05:58:31.929298+00:00,High,24.09,Normal,6.2,No IOC Match,,MKT-SRV-0117,Low,True,0.25,0,Normal,No IOC Match,MKT-SRV-0117,Low,True,Open
5012,EVT08433,0.4217,42.17,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.119085+00:00,High,44.75,Normal,1.9,No IOC Match,,FIN-FW-0054,Unknown,False,,6,Normal,No IOC Match,FIN-FW-0054,Unknown,False,Open
5013,EVT04309,0.4216,42.16,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.947367+00:00,Critical,18.1,Normal,2.1,No IOC Match,,MKT-FW-0097,Unknown,False,,0,Normal,No IOC Match,MKT-FW-0097,Unknown,False,Open
5014,EVT04876,0.4216,42.16,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.970673+00:00,Medium,37.72,Normal,5.9,No IOC Match,,LEG-PC-0102,Unknown,False,,0,Normal,No IOC Match,LEG-PC-0102,Unknown,False,Open
5015,EVT09073,0.4216,42.16,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.144619+00:00,Critical,32.52,Normal,0.3,No IOC Match,,SAL-PRT-0075,Unknown,False,,0,Normal,No IOC Match,SAL-PRT-0075,Unknown,False,Open
5016,EVT01929,0.4214,42.14,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.847607+00:00,Critical,31.66,Normal,0.4,No IOC Match,,SAL-MOB-0002,Unknown,False,,0,Normal,No IOC Match,SAL-MOB-0002,Unknown,False,Open
5017,EVT03899,0.4214,42.14,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.931316+00:00,Low,52.25,Normal,7.2,No IOC Match,,OPS-RTR-0111,Unknown,False,,4,Normal,No IOC Match,OPS-RTR-0111,Unknown,False,Open
5018,EVT05800,0.4214,42.14,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.014747+00:00,Medium,24.86,Normal,7.5,No IOC Match,,OPS-FW-0036,Unknown,False,,0,Normal,No IOC Match,OPS-FW-0036,Unknown,False,Open
5019,EVT06081,0.4214,42.14,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.025240+00:00,Low,38.65,Normal,8.9,No IOC Match,,ENG-SW-0052,Unknown,False,,0,Normal,No IOC Match,ENG-SW-0052,Unknown,False,Open
5020,EVT08837,0.4214,42.14,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.134588+00:00,Medium,28.05,Normal,7.1,No IOC Match,,ENG-MOB-0057,Unknown,False,,0,Normal,No IOC Match,ENG-MOB-0057,Unknown,False,Open
5021,EVT01194,0.4213,42.13,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.819431+00:00,High,18.23,Normal,5.2,No IOC Match,,IT-PRT-0064,Unknown,False,,0,Normal,No IOC Match,IT-PRT-0064,Unknown,False,Open
5022,EVT02050,0.4213,42.13,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.853876+00:00,Low,38.61,Normal,8.9,No IOC Match,,SAL-PC-0038,Unknown,False,,0,Normal,No IOC Match,SAL-PC-0038,Unknown,False,Open
5023,EVT04865,0.4213,42.13,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.969837+00:00,Medium,45.61,Normal,4.9,No IOC Match,,SAL-RTR-0067,Unknown,False,,0,Normal,No IOC Match,SAL-RTR-0067,Unknown,False,Open
5024,EVT06340,0.4213,42.13,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.035150+00:00,Low,65.02,Normal,5.6,No IOC Match,,OPS-MOB-0080,Unknown,False,,8,Normal,No IOC Match,OPS-MOB-0080,Unknown,False,Open
5025,EVT01380,0.4212,42.12,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.826616+00:00,Medium,55.19,Normal,3.7,No IOC Match,,LEG-DB-0112,Unknown,False,,1,Normal,No IOC Match,LEG-DB-0112,Unknown,False,Open
5026,EVT05492,0.4212,42.12,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.002870+00:00,Medium,23.17,Normal,7.7,No IOC Match,,ENG-LAP-0106,Unknown,False,,0,Normal,No IOC Match,ENG-LAP-0106,Unknown,False,Open
5027,EVT02523,0.421,42.1,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.872756+00:00,Critical,25.91,Normal,1.1,No IOC Match,,LEG-DB-0106,Unknown,False,,0,Normal,No IOC Match,LEG-DB-0106,Unknown,False,Open
5028,EVT05702,0.421,42.1,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.011185+00:00,Low,38.52,Normal,8.9,No IOC Match,,LEG-SW-0088,Unknown,False,,0,Normal,No IOC Match,LEG-SW-0088,Unknown,False,Open
5029,EVT08603,0.421,42.1,Moderate,Review When Possible,True,[],1.0,0.25,['Multiple failed login attempts'],2026-09-02T05:58:32.125307+00:00,High,51.78,Normal,2.7,No IOC Match,,HR-MOB-0059,Low,True,0.25,8,Normal,No IOC Match,HR-MOB-0059,Low,True,Open
5030,EVT05540,0.4209,42.09,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.004958+00:00,Medium,46.29,Normal,4.8,No IOC Match,,FIN-SRV-0033,Unknown,False,,7,Normal,No IOC Match,FIN-SRV-0033,Unknown,False,Open
5031,EVT06248,0.4209,42.09,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.031444+00:00,High,26.08,Normal,4.2,No IOC Match,,ENG-FW-0117,Unknown,False,,0,Normal,No IOC Match,ENG-FW-0117,Unknown,False,Open
5032,EVT06967,0.4209,42.09,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.060952+00:00,High,41.28,Normal,2.3,No IOC Match,,IT-IOT-0033,Unknown,False,,0,Normal,No IOC Match,IT-IOT-0033,Unknown,False,Open
5033,EVT07143,0.4209,42.09,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.067480+00:00,High,24.5,Normal,4.4,No IOC Match,,FIN-MOB-0095,Unknown,False,,0,Normal,No IOC Match,FIN-MOB-0095,Unknown,False,Open
5034,EVT07346,0.4208,42.08,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.075597+00:00,Medium,68.65,Suspicious,2.0,No IOC Match,,IT-DB-0071,Unknown,False,,7,Suspicious,No IOC Match,IT-DB-0071,Unknown,False,Open
5035,EVT00112,0.4207,42.07,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.778580+00:00,Low,46.41,Normal,7.9,No IOC Match,,ENG-PC-0044,Unknown,False,,0,Normal,No IOC Match,ENG-PC-0044,Unknown,False,Open
5036,EVT02667,0.4207,42.07,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.881712+00:00,High,18.01,Normal,5.2,No IOC Match,,ENG-MOB-0043,Unknown,False,,0,Normal,No IOC Match,ENG-MOB-0043,Unknown,False,Open
5037,EVT03185,0.4206,42.06,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.903751+00:00,High,35.59,Normal,3.0,No IOC Match,,FIN-DB-0070,Unknown,False,,0,Normal,No IOC Match,FIN-DB-0070,Unknown,False,Open
5038,EVT06267,0.4206,42.06,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.032110+00:00,Medium,31.78,Normal,6.6,No IOC Match,,HR-SRV-0059,Unknown,False,,2,Normal,No IOC Match,HR-SRV-0059,Unknown,False,Open
5039,EVT01113,0.4205,42.05,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.816591+00:00,Low,51.96,Normal,7.2,No IOC Match,,HR-RTR-0032,Unknown,False,,0,Normal,No IOC Match,HR-RTR-0032,Unknown,False,Open
5040,EVT03787,0.4205,42.05,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.927377+00:00,High,31.55,Normal,3.5,No IOC Match,,IT-PRT-0040,Unknown,False,,1,Normal,No IOC Match,IT-PRT-0040,Unknown,False,Open
5041,EVT07300,0.4205,42.05,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.073731+00:00,Critical,26.55,Normal,1.0,No IOC Match,,SAL-LAP-0053,Unknown,False,,0,Normal,No IOC Match,SAL-LAP-0053,Unknown,False,Open
5042,EVT08833,0.4205,42.05,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.134379+00:00,High,27.57,Normal,4.0,No IOC Match,,FIN-PC-0112,Unknown,False,,0,Normal,No IOC Match,FIN-PC-0112,Unknown,False,Open
5043,EVT06337,0.4204,42.04,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.034943+00:00,Medium,29.33,Normal,6.9,No IOC Match,,HR-IOT-0063,Unknown,False,,0,Normal,No IOC Match,HR-IOT-0063,Unknown,False,Open
5044,EVT00262,0.4203,42.03,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.784171+00:00,High,52.3,Suspicious,0.9,No IOC Match,,FIN-SW-0024,Unknown,False,,0,Suspicious,No IOC Match,FIN-SW-0024,Unknown,False,Open
5045,EVT03413,0.4203,42.03,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.913551+00:00,Low,53.49,Normal,7.0,No IOC Match,,ENG-MOB-0135,Unknown,False,,6,Normal,No IOC Match,ENG-MOB-0135,Unknown,False,Open
5046,EVT06095,0.4203,42.03,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.025751+00:00,Medium,45.29,Normal,4.9,No IOC Match,,OPS-PC-0027,Unknown,False,,0,Normal,No IOC Match,OPS-PC-0027,Unknown,False,Open
5047,EVT00515,0.4202,42.02,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.794110+00:00,High,22.67,Normal,4.6,No IOC Match,,OPS-RTR-0019,Unknown,False,,0,Normal,No IOC Match,OPS-RTR-0019,Unknown,False,Open
5048,EVT03245,0.4202,42.02,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.906077+00:00,Medium,26.85,Normal,7.2,No IOC Match,,IT-SW-0050,Unknown,False,,1,Normal,No IOC Match,IT-SW-0050,Unknown,False,Open
5049,EVT04059,0.4202,42.02,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.937517+00:00,High,36.26,Normal,2.9,No IOC Match,,IT-MOB-0009,Unknown,False,,5,Normal,No IOC Match,IT-MOB-0009,Unknown,False,Open
5050,EVT07476,0.4202,42.02,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.080834+00:00,Low,40.66,Normal,8.6,No IOC Match,,LEG-RTR-0042,Unknown,False,,0,Normal,No IOC Match,LEG-RTR-0042,Unknown,False,Open
5051,EVT08385,0.4202,42.02,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.117308+00:00,Medium,61.28,Normal,2.9,No IOC Match,,LEG-MOB-0047,Unknown,False,,8,Normal,No IOC Match,LEG-MOB-0047,Unknown,False,Open
5052,EVT03886,0.4201,42.01,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.930871+00:00,High,22.62,Normal,4.6,No IOC Match,,LEG-SW-0031,Unknown,False,,0,Normal,No IOC Match,LEG-SW-0031,Unknown,False,Open
5053,EVT04392,0.4201,42.01,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.950685+00:00,Medium,29.22,Normal,6.9,No IOC Match,,IT-SRV-0016,Unknown,False,,0,Normal,No IOC Match,IT-SRV-0016,Unknown,False,Open
5054,EVT04137,0.42,42.0,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.940702+00:00,Critical,24.0,Normal,1.3,No IOC Match,,ENG-FW-0097,Unknown,False,,0,Normal,No IOC Match,ENG-FW-0097,Unknown,False,Open
5055,EVT04266,0.42,42.0,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.945731+00:00,Medium,25.19,Normal,7.4,No IOC Match,,SAL-MOB-0065,Unknown,False,,0,Normal,No IOC Match,SAL-MOB-0065,Unknown,False,Open
5056,EVT04360,0.42,42.0,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.949521+00:00,Critical,31.2,Normal,0.4,No IOC Match,,LEG-IOT-0062,Unknown,False,,1,Normal,No IOC Match,LEG-IOT-0062,Unknown,False,Open
5057,EVT05060,0.42,42.0,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.979782+00:00,High,37.79,Normal,2.7,No IOC Match,,IT-SRV-0056,Unknown,False,,0,Normal,No IOC Match,IT-SRV-0056,Unknown,False,Open
5058,EVT01164,0.4199,41.99,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.818373+00:00,Low,55.78,Normal,6.7,No IOC Match,,IT-SW-0043,Unknown,False,,5,Normal,No IOC Match,IT-SW-0043,Unknown,False,Open
5059,EVT01971,0.4198,41.98,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.849669+00:00,High,24.13,Normal,4.4,No IOC Match,,HR-PC-0120,Unknown,False,,0,Normal,No IOC Match,HR-PC-0120,Unknown,False,Open
5060,EVT08336,0.4198,41.98,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.115352+00:00,Critical,25.55,Normal,1.1,No IOC Match,,HR-SW-0027,Unknown,False,,0,Normal,No IOC Match,HR-SW-0027,Unknown,False,Open
5061,EVT08517,0.4198,41.98,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.122229+00:00,High,45.75,Normal,1.7,No IOC Match,,MKT-SRV-0026,Unknown,False,,6,Normal,No IOC Match,MKT-SRV-0026,Unknown,False,Open
5062,EVT01305,0.4197,41.97,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.823683+00:00,High,44.12,Normal,1.9,No IOC Match,,LEG-LAP-0056,Unknown,False,,0,Normal,No IOC Match,LEG-LAP-0056,Unknown,False,Open
5063,EVT05588,0.4197,41.97,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.006839+00:00,High,24.09,Normal,4.4,No IOC Match,,FIN-SW-0067,Unknown,False,,0,Normal,No IOC Match,FIN-SW-0067,Unknown,False,Open
5064,EVT00422,0.4196,41.96,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.790676+00:00,Medium,28.26,Normal,7.0,No IOC Match,,OPS-PC-0077,Unknown,False,,0,Normal,No IOC Match,OPS-PC-0077,Unknown,False,Open
5065,EVT03557,0.4196,41.96,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.919201+00:00,Medium,34.66,Normal,6.2,No IOC Match,,MKT-IOT-0003,Unknown,False,,2,Normal,No IOC Match,MKT-IOT-0003,Unknown,False,Open
5066,EVT05392,0.4196,41.96,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.995167+00:00,Medium,57.87,Normal,3.3,No IOC Match,,FIN-DB-0037,Unknown,False,,8,Normal,No IOC Match,FIN-DB-0037,Unknown,False,Open
5067,EVT07373,0.4196,41.96,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.076559+00:00,Low,51.68,Normal,7.2,No IOC Match,,SAL-PC-0043,Unknown,False,,0,Normal,No IOC Match,SAL-PC-0043,Unknown,False,Open
